name,domination_number,total_domination_number,connected_domination_number,semitotal_domination_number,independence_number,power_domination_number,zero_forcing_number,total_zero_forcing_number,connected_zero_forcing_number,diameter,radius,order,size,independent_domination_number,chromatic_number,matching_number,min_maximal_matching_number,triameter,randic_index,harmonic_index,sum_connectivity_index,min_degree,max_degree,clique_number,residue,annihilation_number,sub_total_domination_number,slater,k_slater_index,wiener_index,vertex_cover_number,k_residual_index,connected_graph,tree_graph,connected_graph_with_min_degree_at_least_2,connected_graph_with_min_degree_at_least_3,connected_graph_with_min_degree_at_least_4,connected_and_bipartite_graph,eulerian_graph,connected_and_planar_graph,connected_and_regular_graph,connected_and_cubic_graph,connected_graph_which_is_not_k_n,connected_and_triangle_free_graph,connected_and_at_free_graph,connected_and_claw_free_graph,connected_graph_with_maximum_degree_at_most_3,connected_graph_which_is_not_k_n_and_has_maximum_degree_at_most_3,connected_claw_free_and_cubic_graph,connected_planar_and_cubic_graph,connected_and_cubic_graph_which_is_not_k_4,connected_and_well_covered_graph,connected_graph_with_diameter_at_most_3,connected_and_planar_graph_with_diameter_at_most_3,connected_and_chordal_graph,connected_and_bipartite_graph_with_min_degree_at_least_2,connected_and_bipartite_graph_with_min_degree_at_least_3,connected_and_bipartite_graph_with_min_degree_at_least_4,connected_and_planar_graph_with_min_degree_at_least_2,connected_and_planar_graph_with_min_degree_at_least_3,connected_and_planar_graph_with_min_degree_at_least_4,connected_graph_which_is_not_k_n_with_min_degree_at_least_2,connected_graph_which_is_not_k_n_with_min_degree_at_least_3,connected_graph_which_is_not_k_n_with_min_degree_at_least_4,connected_and_triangle_free_graph_with_min_degree_at_least_2,connected_and_triangle_free_graph_with_min_degree_at_least_3,connected_and_triangle_free_graph_with_min_degree_at_least_4,connected_and_at_free_graph_with_min_degree_at_least_2,connected_and_at_free_graph_with_min_degree_at_least_3,connected_and_at_free_graph_with_min_degree_at_least_4,connected_and_claw_free_graph_with_min_degree_at_least_2,connected_and_claw_free_graph_with_min_degree_at_least_3,connected_and_claw_free_graph_with_min_degree_at_least_4,connected_graph_with_min_degree_at_least_2_and_maximum_degree_at_most_3,connected_and_chordal_graph_with_min_degree_at_least_2,connected_and_chordal_graph_with_min_degree_at_least_3,connected_and_diamond_free_graph,connected_cubic_and_diamond_free_graph,connected_and_bull_free_graph,positive_semidefinite_zero_forcing_number,graph_energy,square_positive_energy,a_block_graph,second_largest_eigenvalue,outer_connected_domination_number,edge_domination_number,roman_domination_number,double_roman_domination_number,two_rainbow_domination_number,three_rainbow_domination_number,connected_graph_line_graph
G26,1,2,1,3,2,1,3,3,3,2,1,5,8,1,3,2,2,4,2.488033871712585,2.4761904761904763,3.144851053892361,3,4,3,2,2,2,1,1,12.0,3,1,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,3,6,10.0,False,0,1,2,2.0,3.0,2,3,False
F_small_F3_HaHeHe,4,4,5,6,6,2,4,5,5,6,3,10,12,4,2,4,4,12,4.82842712474619,4.666666666666666,5.265986323710905,2,4,2,4,6,3,2,2,114.0,4,3,True,False,True,False,False,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,4,11,12.0,False,2,6,4,6.0,8.0,4,8,False
MathematicaGraph2338,1,2,1,4,3,1,2,3,3,2,1,4,3,1,2,1,1,6,1.7320508075688776,1.5,1.5,1,3,2,3,3,2,1,1,9.0,1,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,3,3.0,True,0,3,1,2.0,3.0,3,3,False
figure_6_2_HaHeHe,7,9,11,12,9,3,6,7,10,9,5,19,22,7,3,9,7,24,9.346866552750669,9.2,10.027198506782842,2,4,2,6,11,7,5,2,694.0,10,2,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,5,24,22.0,False,2,14,7,12.0,18.0,10,15,False
PetersenGraph,3,4,4,6,4,2,5,5,5,2,2,10,15,3,3,5,3,6,5.0,5.0,6.123724356957946,3,3,2,3,5,4,3,1,75.0,6,2,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,16,14.0,False,1,4,3,6.0,8.0,5,6,False
G17,2,2,2,3,3,1,3,3,3,2,2,5,6,2,2,2,2,6,2.4494897427831783,2.4000000000000004,2.683281572999748,2,3,2,2,3,2,2,1,14.0,2,3,True,False,True,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,2,5,6.0,False,0,2,2,3.0,4.0,2,3,False
cubic103,4,5,5,7,5,2,5,5,5,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,128.0,7,3,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,19,18.0,False,2,4,4,7.0,11.0,6,8,False
Wheel6,1,2,1,3,2,1,3,3,3,2,1,6,10,1,4,3,2,5,2.957661115402472,2.9166666666666665,3.809008405285684,3,5,3,2,3,2,1,1,20.0,4,1,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,3,9,13.0,False,1,1,2,2.0,3.0,3,4,False
cubic32,4,4,5,7,5,2,6,6,7,5,3,12,18,4,3,6,4,12,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,172.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,5,16,19.0,False,3,5,4,7.0,10.0,6,7,False
cubic26,3,4,5,6,4,2,4,4,4,3,3,10,15,4,3,5,4,7,5.0,5.0,6.123724356957946,3,3,2,3,5,4,3,1,85.0,6,2,True,False,True,True,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,14,15.0,False,2,3,4,6.0,9.0,5,6,False
T9,2,3,3,4,3,1,5,5,5,2,2,9,21,2,4,4,3,6,4.483281572999748,4.466666666666667,6.846049894151541,4,5,3,2,4,2,2,1,51.0,6,3,True,False,True,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,5,17,27.0,False,1,2,3,4.0,6.0,4,5,False
T8,2,2,2,3,2,1,4,4,4,2,2,7,15,2,4,3,3,5,3.48606797749979,3.4722222222222223,5.101100286299702,4,5,3,2,3,2,2,1,27.0,5,1,True,False,True,True,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,4,11,19.0,False,1,2,3,3.0,4.0,2,4,False
cubic27,3,4,4,6,4,2,5,5,5,2,2,10,15,3,3,5,3,6,5.0,5.0,6.123724356957946,3,3,2,3,5,4,3,1,75.0,6,2,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,16,14.0,False,1,4,3,6.0,8.0,5,6,False
cubic33,3,4,5,7,5,2,5,5,5,4,3,12,18,3,3,6,5,10,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,149.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,16,19.0,False,3,4,5,6.0,9.0,6,7,False
Wheel7,1,2,1,3,3,1,2,2,2,2,1,7,11,1,3,3,2,6,3.336655891699416,3.1888888888888887,4.159612176911386,2,6,3,3,4,2,1,1,31.0,4,1,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,2,10,14.0,False,1,1,2,2.0,3.0,3,5,False
cubic102,4,5,5,7,5,2,4,4,4,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,132.0,7,3,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,18,18.0,False,2,4,4,7.0,10.0,6,7,False
MathematicaGraph3580,2,2,2,5,3,1,2,3,3,3,2,5,4,2,2,2,1,8,2.270055610029662,2.0666666666666664,2.024563864689584,1,3,2,3,3,2,2,1,18.0,2,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,5,4.0,True,1,3,1,3.0,5.0,4,4,False
G16,2,2,2,4,2,1,2,2,2,3,2,5,5,2,3,2,2,7,2.431851652578137,2.3666666666666667,2.4189910556895,1,3,3,2,3,2,2,1,17.0,3,1,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,6,6.0,True,1,2,2,3.0,5.0,3,4,False
G28,1,2,1,2,2,1,3,3,3,2,1,5,9,1,4,2,2,4,2.4820508075688776,2.4642857142857144,3.3284470098351844,3,4,4,2,2,2,1,1,11.0,3,1,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,True,3,7,13.0,False,0,1,2,2.0,3.0,2,3,False
G14,2,2,2,4,3,1,2,2,2,3,2,5,5,2,3,2,1,7,2.304530452640311,2.1333333333333333,2.302675481463779,1,3,3,3,3,2,2,1,16.0,2,1,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,6,6.0,True,1,3,1,3.0,5.0,3,4,False
cubic100,4,4,6,6,5,2,4,4,4,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,134.0,7,3,True,False,True,True,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,16,18.0,False,2,4,4,7.0,11.0,6,7,False
MathematicaGraph6029,2,4,4,5,3,1,1,2,1,5,3,6,5,2,2,3,2,10,2.914213562373095,2.833333333333333,2.6547005383792515,1,2,2,3,3,3,2,1,35.0,3,1,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,7,5.0,True,1,4,2,4.0,6.0,4,6,True
figure_2_4_HaHeHe,6,10,11,12,10,1,4,5,5,6,3,16,15,6,2,6,5,18,7.616672736016927,7.261904761904762,7.276573710994265,1,5,2,7,10,7,5,2,410.0,6,2,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,18,15.0,True,1,11,5,11.0,17.0,10,15,False
cubic25,3,4,4,6,5,2,4,4,4,3,3,10,15,3,2,5,4,8,5.0,5.0,6.123724356957946,3,3,2,3,5,4,3,1,85.0,5,3,True,False,True,True,False,True,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,15,15.0,False,2,3,4,6.0,9.0,5,7,False
cubic31,4,4,5,7,5,2,4,5,5,5,3,12,18,4,3,6,4,10,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,150.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,17,19.0,False,3,4,4,7.0,11.0,6,7,False
cubic19,3,4,4,6,4,1,3,3,3,3,3,10,15,3,3,5,4,8,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,87.0,6,2,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,3,15,16.0,False,2,3,4,6.0,9.0,5,6,False
cubic18,3,4,5,6,4,2,4,4,4,3,3,10,15,3,3,5,4,7,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,84.0,6,2,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,15,16.0,False,2,3,4,6.0,9.0,5,6,False
cubic30,3,4,5,7,5,2,5,5,6,6,3,12,18,3,3,6,4,13,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,178.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,17,20.0,False,3,4,4,6.0,9.0,6,7,False
cubic24,3,4,4,6,4,2,4,4,4,3,3,10,15,3,3,5,4,7,5.0,5.0,6.123724356957946,3,3,2,3,5,4,3,1,81.0,6,2,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,15,15.0,False,2,3,4,6.0,9.0,5,7,False
MathematicaGraph6028,2,3,3,4,3,1,1,2,1,4,2,5,4,2,2,2,2,8,2.414213562373095,2.333333333333333,2.1547005383792515,1,2,2,2,3,3,2,1,20.0,2,2,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,5,4.0,True,1,3,2,4.0,6.0,3,5,True
cubic101,4,4,5,7,5,2,4,4,4,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,130.0,7,3,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,17,17.0,False,2,4,4,8.0,11.0,6,7,False
G15,1,2,1,4,3,1,2,3,3,2,1,5,5,1,3,2,1,6,2.2071067811865475,1.9666666666666668,2.210923771927642,1,4,3,3,3,2,1,1,15.0,2,1,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,6,6.0,True,0,3,1,2.0,3.0,4,4,False
G29,1,2,1,2,1,1,4,4,4,1,1,5,10,1,5,2,2,3,2.5,2.5,3.5355339059327373,4,4,5,1,2,2,1,1,10.0,4,1,True,False,True,True,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False,True,4,8,16.0,True,-1,1,2,2.0,3.0,2,3,True
G11,1,2,1,5,4,1,3,4,4,2,1,5,4,1,2,1,1,6,2.0,1.6,1.7888543819998317,1,4,2,4,4,2,1,1,16.0,1,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,4,4.0,True,0,4,1,2.0,3.0,4,4,False
G39,4,5,5,7,5,2,4,4,5,6,3,12,16,4,3,6,4,13,5.900613459826018,5.804761904761905,6.796948552265244,2,4,3,4,7,4,3,2,174.0,7,2,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,16,17.0,False,3,5,4,7.0,11.0,6,9,False
MathematicaGraph1569,6,6,6,12,6,2,3,6,6,7,4,12,11,6,2,6,3,16,5.540111220059324,5.133333333333333,5.273872600770757,1,3,2,5,8,4,3,3,206.0,6,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,14,11.0,True,2,6,3,8.0,14.0,8,10,False
S_3_2_double_star,2,2,2,7,5,2,3,5,5,3,2,7,6,3,2,2,1,8,2.9433756729740645,2.4857142857142858,2.719605259509101,1,4,2,5,5,2,2,1,42.0,2,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,7,6.0,True,1,5,1,4.0,6.0,5,6,False
cubic105,4,4,5,7,5,2,5,5,5,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,130.0,7,3,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,18,18.0,False,2,4,4,7.0,10.0,6,7,False
F_small_F5_HaHeHe,4,4,6,7,5,1,3,3,3,4,3,10,11,4,3,5,4,10,4.949489742783179,4.9,5.183281572999747,2,3,2,4,5,4,3,2,102.0,5,2,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,2,13,11.0,False,2,7,4,6.0,10.0,5,8,False
cubic111,3,4,5,6,5,2,4,4,4,3,3,12,18,3,3,6,5,9,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,1,138.0,7,3,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,17,18.0,False,2,3,5,6.0,9.0,6,7,False
T18,2,2,2,3,2,1,4,4,4,2,2,7,15,2,4,3,3,5,3.48606797749979,3.4722222222222223,5.101100286299702,4,5,3,2,3,2,2,1,27.0,5,1,True,False,True,True,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,4,11,19.0,False,1,2,3,3.0,4.0,2,4,False
cubic20,3,4,4,6,4,2,4,4,4,3,2,10,15,3,3,5,3,7,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,84.0,6,2,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,16,17.0,False,2,3,3,6.0,8.0,5,6,False
cubic34,3,4,5,7,5,2,4,4,4,4,3,12,18,3,3,6,4,10,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,149.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,17,20.0,False,3,4,4,6.0,9.0,6,8,False
cubic35,4,4,6,7,6,2,6,6,6,4,4,12,18,4,2,6,5,10,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,152.0,6,3,True,False,True,True,False,True,False,False,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,14,18.0,False,3,4,5,7.0,10.0,6,6,False
cubic21,3,4,4,6,4,2,4,4,4,3,3,10,15,3,3,5,4,8,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,83.0,6,2,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,16,16.0,False,2,3,4,6.0,9.0,5,7,False
T19,2,2,2,3,2,1,4,4,4,2,2,7,15,2,4,3,3,5,3.466237455741357,3.433333333333333,5.070003641610156,3,5,4,2,4,2,2,1,27.0,5,1,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,4,11,20.0,False,1,2,3,3.0,5.0,3,4,False
cubic110,4,6,6,6,6,2,5,5,5,3,3,12,18,4,2,6,4,8,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,132.0,6,3,True,False,True,True,False,True,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,19,18.0,False,2,4,4,7.0,10.0,6,8,False
cubic104,3,5,5,7,5,2,5,5,5,3,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,1,130.0,7,3,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,18,18.0,False,2,3,4,6.0,9.0,6,8,False
MathematicaGraph1568,5,5,5,10,5,2,3,5,5,6,3,10,9,5,2,5,3,14,4.629427617536365,4.3,4.3656243103068935,1,3,2,4,7,4,3,2,125.0,5,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,12,9.0,True,2,5,3,7.0,12.0,7,8,False
"dumbell_D(4,4,3)",4,4,6,7,5,2,3,4,6,7,4,10,11,4,2,5,4,14,4.949489742783179,4.9,5.183281572999747,2,3,2,4,5,4,3,2,137.0,5,2,True,False,True,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,3,12,11.0,False,2,7,4,6.0,10.0,5,8,False
G38,3,5,6,6,6,1,4,4,4,4,4,13,19,3,3,6,4,10,6.297267650144711,6.109523809523809,7.568846878915783,2,5,3,4,8,3,3,1,182.0,7,2,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,19,21.0,False,3,3,4,6.0,9.0,6,10,False
"3,6_cubic_cage",4,6,6,8,7,2,6,6,6,3,3,14,21,4,2,7,5,8,7.0,7.0,8.573214099741124,3,3,2,4,7,5,4,1,189.0,7,3,True,False,True,True,False,True,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,5,23,21.0,False,1,6,5,8.0,11.0,8,9,False
G10,2,3,3,4,3,1,1,2,1,4,2,5,4,2,2,2,2,8,2.414213562373095,2.333333333333333,2.1547005383792515,1,2,2,2,3,3,2,1,20.0,2,2,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,5,4.0,True,1,3,2,4.0,6.0,3,5,True
G12,2,2,2,5,3,1,2,3,3,3,2,5,4,2,2,2,1,8,2.270055610029662,2.0666666666666664,2.024563864689584,1,3,2,3,3,2,2,1,18.0,2,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,5,4.0,True,1,3,1,3.0,5.0,4,4,False
cubic112,3,5,5,7,5,2,5,5,5,3,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,1,126.0,7,3,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,5,19,17.0,False,2,3,4,6.0,9.0,6,8,False
cubic106,4,5,5,7,5,2,5,5,5,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,128.0,7,3,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,18,18.0,False,2,4,4,7.0,10.0,6,8,False
cubic37,4,4,6,6,4,2,4,4,4,4,4,12,18,4,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,152.0,8,2,True,False,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,4,17,21.0,False,3,4,4,7.0,10.0,6,8,False
cubic23,3,4,4,6,4,2,4,4,4,3,2,10,15,3,3,5,3,7,5.0,5.0,6.123724356957946,3,3,2,3,5,4,3,1,79.0,6,2,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,15,14.0,False,2,3,3,6.0,8.0,4,6,False
cubic9,3,4,4,6,4,2,5,5,6,5,3,10,15,3,3,5,3,11,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,111.0,6,2,True,False,True,True,False,False,False,True,True,True,True,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,5,14,18.0,False,3,4,3,6.0,8.0,4,6,False
cubic22,3,4,4,6,5,2,5,5,5,3,3,10,15,3,2,5,3,8,5.0,5.0,6.123724356957946,3,3,2,3,5,4,3,1,85.0,5,3,True,False,True,True,False,True,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,3,14,15.0,False,2,4,3,6.0,8.0,4,6,False
