name,domination_number,total_domination_number,connected_domination_number,semitotal_domination_number,independence_number,power_domination_number,zero_forcing_number,total_zero_forcing_number,connected_zero_forcing_number,diameter,radius,order,size,independent_domination_number,chromatic_number,matching_number,min_maximal_matching_number,triameter,randic_index,harmonic_index,sum_connectivity_index,min_degree,max_degree,clique_number,residue,annihilation_number,sub_total_domination_number,slater,k_slater_index,wiener_index,vertex_cover_number,k_residual_index,connected_graph,tree_graph,connected_graph_with_min_degree_at_least_2,connected_graph_with_min_degree_at_least_3,connected_graph_with_min_degree_at_least_4,connected_and_bipartite_graph,eulerian_graph,connected_and_planar_graph,connected_and_regular_graph,connected_and_cubic_graph,connected_graph_which_is_not_k_n,connected_and_triangle_free_graph,connected_and_at_free_graph,connected_and_claw_free_graph,connected_graph_with_maximum_degree_at_most_3,connected_graph_which_is_not_k_n_and_has_maximum_degree_at_most_3,connected_claw_free_and_cubic_graph,connected_planar_and_cubic_graph,connected_and_cubic_graph_which_is_not_k_4,connected_and_well_covered_graph,connected_graph_with_diameter_at_most_3,connected_and_planar_graph_with_diameter_at_most_3,connected_and_chordal_graph,connected_and_bipartite_graph_with_min_degree_at_least_2,connected_and_bipartite_graph_with_min_degree_at_least_3,connected_and_bipartite_graph_with_min_degree_at_least_4,connected_and_planar_graph_with_min_degree_at_least_2,connected_and_planar_graph_with_min_degree_at_least_3,connected_and_planar_graph_with_min_degree_at_least_4,connected_graph_which_is_not_k_n_with_min_degree_at_least_2,connected_graph_which_is_not_k_n_with_min_degree_at_least_3,connected_graph_which_is_not_k_n_with_min_degree_at_least_4,connected_and_triangle_free_graph_with_min_degree_at_least_2,connected_and_triangle_free_graph_with_min_degree_at_least_3,connected_and_triangle_free_graph_with_min_degree_at_least_4,connected_and_at_free_graph_with_min_degree_at_least_2,connected_and_at_free_graph_with_min_degree_at_least_3,connected_and_at_free_graph_with_min_degree_at_least_4,connected_and_claw_free_graph_with_min_degree_at_least_2,connected_and_claw_free_graph_with_min_degree_at_least_3,connected_and_claw_free_graph_with_min_degree_at_least_4,connected_graph_with_min_degree_at_least_2_and_maximum_degree_at_most_3,connected_and_chordal_graph_with_min_degree_at_least_2,connected_and_chordal_graph_with_min_degree_at_least_3,connected_and_diamond_free_graph,connected_cubic_and_diamond_free_graph,connected_and_bull_free_graph,positive_semidefinite_zero_forcing_number,graph_energy,square_positive_energy,a_block_graph,second_largest_eigenvalue,outer_connected_domination_number,edge_domination_number,roman_domination_number,double_roman_domination_number,two_rainbow_domination_number,three_rainbow_domination_number,connected_graph_line_graph
MathematicaGraph7614,2,2,2,9,7,2,5,7,7,3,2,9,8,3,2,2,1,8,3.4316442510940828,2.6507936507936507,3.223155698379469,1,6,2,7,7,2,2,1,74.0,2,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,8,8.0,True,1,7,1,4.0,6.0,7,8,False
MathematicaGraph3499,3,6,6,10,8,3,4,7,9,6,3,12,11,3,2,4,3,16,5.430428110326541,4.933333333333334,5.197102672463695,1,3,2,5,8,4,3,1,211.0,4,3,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,13,11.0,True,2,9,3,6.0,9.0,8,9,False
J3,3,5,5,7,5,2,5,5,5,3,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,129.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,19,18.0,False,2,4,4,6.0,9.0,6,8,False
cubic89,3,4,5,6,5,2,4,4,4,3,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,136.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,18,20.0,False,2,3,4,6.0,9.0,6,8,False
B_dom_B4,3,4,5,5,3,1,2,2,2,3,3,7,7,3,3,3,3,7,3.5,3.5,3.5,2,2,2,3,3,4,3,1,42.0,4,1,True,False,True,False,False,False,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,2,9,7.0,False,1,5,3,5.0,8.0,4,7,True
cubic62,4,4,5,7,5,2,4,4,4,4,3,12,18,4,3,6,4,10,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,139.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,3,17,18.0,False,2,4,4,7.0,10.0,6,7,False
cubic76,4,5,6,7,5,2,4,4,4,4,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,135.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,18,19.0,False,2,4,4,7.0,10.0,6,8,False
cubic77,3,5,5,6,5,2,4,4,4,4,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,137.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,18,18.0,False,2,4,4,6.0,9.0,6,8,False
cubic63,3,5,5,7,5,1,3,3,3,4,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,139.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,3,18,19.0,False,2,3,4,6.0,9.0,6,8,False
B_dom_B5,3,3,3,5,3,1,2,2,2,3,2,7,8,3,3,3,3,7,3.4663264951887856,3.4333333333333336,3.697102672463695,2,3,2,3,4,3,2,2,38.0,4,1,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,2,9,8.0,False,1,3,3,5.0,7.0,4,6,False
cubic88,4,4,6,7,4,2,4,4,4,4,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,135.0,8,2,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,18,19.0,False,2,4,4,7.0,11.0,6,8,False
MathematicaGraph3498,3,6,6,7,5,1,2,3,3,6,3,9,8,3,2,4,3,16,4.346065214951231,4.2,4.073691594068752,1,3,2,4,5,4,3,1,102.0,4,2,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,8.0,True,1,6,3,6.0,9.0,6,8,False
G5,1,2,1,2,2,1,2,2,2,2,1,4,5,1,3,2,1,4,1.9663264951887856,1.933333333333333,2.1971026724636946,2,3,3,2,2,2,1,1,7.0,2,1,True,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,2,5,7.0,False,0,1,1,2.0,3.0,2,3,False
MathematicaGraph7615,2,3,3,8,7,2,5,7,7,4,2,9,8,2,2,2,2,10,3.707106781186548,3.066666666666667,3.499778153927473,1,4,2,6,7,3,2,1,88.0,2,4,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,8,8.0,True,2,7,2,4.0,6.0,7,7,False
MathematicaGraph7601,3,3,3,9,6,2,4,6,6,4,2,9,8,4,2,3,2,10,3.810660171779821,3.25,3.575219927746552,1,4,2,6,7,3,2,2,82.0,3,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,8.0,True,1,6,2,5.0,8.0,7,7,False
MathematicaGraph7588,4,5,5,8,5,1,3,4,4,5,3,9,8,4,2,4,3,14,4.181980515339464,3.9,3.904009274460425,1,4,2,4,6,4,3,2,92.0,4,2,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,8.0,True,1,5,3,6.0,10.0,6,8,False
MathematicaGraph7563,2,3,3,7,6,1,4,5,5,4,2,8,7,2,2,2,2,10,3.312188929203217,2.7857142857142856,3.0883079040543056,1,5,2,5,6,3,2,1,62.0,2,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,7,7.0,True,1,6,2,4.0,6.0,6,7,False
MathematicaGraph7577,3,5,6,7,5,1,2,3,3,7,4,9,8,3,2,4,3,16,4.308060412490447,4.133333333333333,4.049127729379167,1,3,2,4,5,4,3,1,108.0,4,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,8.0,True,2,6,3,6.0,9.0,6,8,False
MathematicaGraph2427,2,3,3,6,5,2,3,5,5,4,2,7,6,2,2,2,2,10,3.1258976576862296,2.8,2.894427190999916,1,3,2,4,5,3,2,1,48.0,2,3,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,7,6.0,True,1,5,2,4.0,6.0,5,5,False
MathematicaGraph7549,3,3,3,7,4,2,2,4,4,4,2,7,6,3,2,3,2,10,3.1807392125526213,2.9,2.9328121551534467,1,3,2,4,5,3,2,2,46.0,3,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,8,6.0,True,1,4,2,5.0,8.0,5,6,False
MathematicaGraph7561,3,5,5,7,4,1,2,3,3,5,3,8,7,3,2,4,3,14,3.846065214951232,3.7,3.573691594068752,1,3,2,4,5,4,3,1,72.0,4,1,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,7.0,True,1,5,3,6.0,9.0,5,7,False
MathematicaGraph7575,4,4,6,8,5,1,2,3,3,7,4,9,8,4,2,4,3,16,4.308060412490447,4.133333333333333,4.049127729379167,1,3,2,4,5,4,3,2,110.0,4,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,8.0,True,2,6,3,6.0,10.0,6,8,False
G7,1,2,1,2,1,1,3,3,3,1,1,4,6,1,4,2,2,3,2.0,2.0,2.4494897427831783,3,3,4,1,2,2,1,1,6.0,3,1,True,False,True,True,False,False,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,3,6,9.0,True,-1,1,2,2.0,3.0,2,3,True
MathematicaGraph7603,4,4,4,9,5,2,3,5,5,4,2,9,8,4,2,4,3,12,4.064696016533707,3.6857142857142855,3.796375187816163,1,4,2,5,6,3,2,2,86.0,4,1,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,8.0,True,1,5,3,6.0,10.0,6,8,False
F_small_F1_HaHeHe,2,2,2,3,3,1,3,3,3,2,2,5,6,2,2,2,2,6,2.4494897427831783,2.4000000000000004,2.683281572999748,2,3,2,2,3,2,2,1,14.0,2,3,True,False,True,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,2,5,6.0,False,0,2,2,3.0,4.0,2,3,False
K4,1,2,1,2,1,1,4,4,4,1,1,5,10,1,5,2,2,3,2.5,2.5,3.5355339059327373,4,4,5,1,2,2,1,1,10.0,4,1,True,False,True,True,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False,True,4,8,16.0,True,-1,1,2,2.0,3.0,2,3,True
cubic49,4,4,6,7,5,2,5,5,5,4,4,12,18,4,3,6,4,10,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,150.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,17,20.0,False,3,4,4,7.0,10.0,6,7,False
MathematicaGraph7398,1,2,1,14,13,1,12,13,13,2,1,14,13,1,2,1,1,6,3.6055512754639896,1.857142857142857,3.474396144861517,1,13,2,13,13,2,1,1,169.0,1,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,7,13.0,True,0,13,1,2.0,3.0,13,13,False
cubic75,4,4,5,7,5,2,4,4,4,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,131.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,18,18.0,False,2,4,4,7.0,10.0,6,8,False
B_dom_B7,3,3,3,5,3,1,3,3,3,3,2,7,10,3,3,3,3,7,3.428303900493525,3.3595238095238096,4.076335054557824,2,4,3,3,4,2,2,2,34.0,4,1,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,8,11.0,False,1,3,3,4.0,6.0,3,5,False
cubic61,3,5,5,7,5,2,4,4,4,4,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,138.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,18,19.0,False,2,4,4,6.0,9.0,6,8,False
cubic60,3,5,5,7,5,2,5,5,5,3,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,136.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,17,19.0,False,2,4,4,6.0,9.0,6,8,False
B_dom_B6,3,3,3,5,3,1,3,3,3,3,2,7,9,3,3,3,3,7,3.4663264951887856,3.4333333333333336,3.921847543855284,2,3,2,2,4,3,2,2,35.0,4,2,True,False,True,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,3,9,9.0,False,1,3,3,5.0,7.0,4,5,False
cubic74,4,4,5,6,5,2,4,4,4,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,133.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,18,19.0,False,2,4,4,7.0,10.0,6,7,False
cubic48,3,5,5,6,5,2,4,4,4,4,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,146.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,18,20.0,False,3,4,4,6.0,9.0,6,8,False
MathematicaGraph7602,3,4,4,8,6,2,3,5,5,4,2,9,8,3,2,3,3,12,4.091422815075581,3.733333333333333,3.84106044561731,1,3,2,4,6,3,3,1,90.0,3,3,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,8.0,True,1,6,3,6.0,9.0,6,7,False
MathematicaGraph7616,2,2,2,9,7,2,5,7,7,3,2,9,8,4,2,2,1,8,3.51246117974981,2.7555555555555555,3.30796728168866,1,5,2,7,7,2,2,1,76.0,2,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,8,8.0,True,1,7,1,4.0,6.0,7,7,False
G6,1,2,1,3,2,1,2,2,2,2,1,4,4,1,3,2,1,5,1.893846850117352,1.8,1.894427190999916,1,3,3,2,2,2,1,1,8.0,2,1,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,5,5.0,True,0,2,1,2.0,3.0,3,3,False
MathematicaGraph3504,4,8,8,10,6,2,2,4,4,7,4,12,11,4,2,6,4,18,5.794753619934975,5.6,5.506503749222198,1,3,2,5,7,5,4,1,214.0,6,2,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,14,11.0,True,2,8,4,8.0,12.0,8,11,False
Ramsey_Cubic,4,6,6,8,7,2,5,5,5,5,3,14,20,4,2,7,5,10,6.9663264951887856,6.933333333333334,8.320827029421642,2,3,2,4,7,5,4,1,201.0,7,3,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,5,22,20.0,False,2,6,5,8.0,11.0,8,9,False
Diamond_Necklace3,3,5,7,6,4,3,5,6,7,4,4,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,162.0,8,2,True,False,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,5,18,22.0,False,3,3,4,6.0,9.0,6,8,False
MathematicaGraph7574,3,4,6,7,5,1,2,3,3,7,4,9,8,3,2,4,3,16,4.270055610029663,4.066666666666666,4.024563864689584,1,3,2,4,5,4,3,1,114.0,4,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,8.0,True,2,7,3,6.0,9.0,6,8,False
MathematicaGraph7560,3,4,4,7,5,2,2,4,4,5,3,8,7,3,2,3,2,12,3.680739212552621,3.4,3.4328121551534467,1,3,2,4,5,3,2,2,70.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,7.0,True,1,5,2,5.0,8.0,5,7,False
MathematicaGraph2430,3,4,4,12,10,3,7,10,10,4,2,13,12,3,2,3,3,12,5.366025403784438,4.457142857142857,5.158815778527303,1,4,2,7,10,4,3,1,216.0,3,4,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,12,12.0,True,2,10,3,6.0,9.0,10,10,False
MathematicaGraph7548,2,2,2,7,5,1,4,5,5,3,2,7,6,2,2,2,1,8,2.812188929203217,2.2857142857142856,2.5883079040543056,1,5,2,5,5,2,2,1,40.0,2,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,6,6.0,True,1,5,1,3.0,5.0,6,6,False
G22,1,2,1,2,3,1,3,3,3,2,1,5,7,1,3,2,1,6,2.3713203435596424,2.25,2.8030431333764523,2,4,3,3,3,2,1,1,13.0,2,1,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,2,6,9.0,False,0,1,1,2.0,3.0,2,3,False
G36,4,6,7,8,5,1,2,3,3,7,4,10,9,4,2,5,3,18,4.846065214951231,4.7,4.573691594068752,1,3,2,4,6,5,3,2,141.0,5,2,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,12,9.0,True,2,7,3,7.0,11.0,6,9,False
MathematicaGraph6037,5,8,12,10,7,1,1,2,1,13,7,14,13,5,2,7,5,26,6.914213562373095,6.833333333333333,6.654700538379252,1,2,2,5,7,7,5,1,455.0,7,2,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,17,13.0,True,2,12,5,10.0,15.0,8,14,True
MathematicaGraph2537,2,2,2,6,4,1,3,4,4,3,2,6,5,2,2,2,1,8,2.560660171779821,2.2,2.3272393461533625,1,4,2,4,4,2,2,1,28.0,2,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,6,5.0,True,1,4,1,3.0,5.0,5,5,False
T17,1,2,1,3,2,1,3,3,3,2,1,7,15,1,4,3,3,5,3.4329764226088693,3.3683982683982685,5.014741714411043,3,6,4,2,4,2,1,1,27.0,5,1,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,True,3,11,22.0,False,1,1,3,2.0,3.0,3,4,False
cubic13,3,4,4,6,4,2,4,5,5,4,2,10,15,3,3,5,3,9,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,93.0,6,2,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4,15,18.0,False,3,3,3,6.0,8.0,4,6,False
G_in_G_dom_HaHeHe,6,6,6,9,6,3,5,6,6,5,3,15,22,6,3,7,5,12,7.187572267246599,6.9,8.621854961970472,2,5,3,5,10,3,3,3,251.0,9,2,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,21,24.0,False,2,6,5,9.0,15.0,9,11,False
cubic5,2,3,3,4,3,1,3,3,3,3,2,8,12,2,3,4,3,6,4.0,4.0,4.898979485566357,3,3,3,2,4,3,2,1,46.0,5,2,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,3,12,13.0,False,2,2,3,4.0,6.0,4,5,False
F_small_F6_HaHeHe,4,6,8,7,5,1,2,2,2,5,5,10,10,4,2,5,4,10,5.0,5.0,5.0,2,2,2,4,5,5,4,1,125.0,5,2,True,False,True,False,False,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,2,13,10.0,False,2,8,4,7.0,10.0,6,10,True
cubic4,2,4,4,4,3,2,4,4,4,3,3,8,12,2,3,4,3,7,4.0,4.0,4.898979485566357,3,3,3,2,4,3,2,1,50.0,5,2,True,False,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,4,12,15.0,False,2,2,3,4.0,6.0,4,6,False
T1,1,2,1,2,2,1,3,3,3,2,1,5,9,1,4,2,2,4,2.4820508075688776,2.4642857142857144,3.3284470098351844,3,4,4,2,2,2,1,1,11.0,3,1,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,True,3,7,13.0,False,0,1,2,2.0,3.0,2,3,False
cubic12,3,4,5,6,4,2,5,5,5,3,3,10,15,3,3,5,4,8,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,90.0,6,2,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4,14,17.0,False,2,3,4,6.0,9.0,5,6,False
T16,1,2,1,3,3,1,4,4,4,2,1,7,15,1,4,3,2,6,3.40402267717468,3.312121212121212,4.974537675343447,3,6,4,3,4,2,1,1,27.0,4,1,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,4,11,21.0,False,1,1,2,2.0,3.0,3,4,False
MathematicaGraph6036,5,7,11,10,7,1,1,2,1,12,6,13,12,5,2,6,4,24,6.414213562373095,6.333333333333333,6.154700538379252,1,2,2,5,7,7,5,1,364.0,6,2,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,16,12.0,True,2,11,4,9.0,14.0,7,13,True
